S,Schedule ID,Trip Number,Route Number,Direction,Start Terminal / Start Point,End Terminal / End Point,Start Time,Travel Time,Trip Distance,Crew ID,Event Type,Operator,AC / Non-AC,BRT / Non-BRT,Service Type,Fuel Type,Bus Type,Depot ID
1094,KJ8,5,13,13UP,JAHANGIRPURA COMMUNITY HALL,KADODARA,898,70,25,2,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1095,KJ8,6,13,13DN,KADODARA,JAHANGIRPURA COMMUNITY HALL,996,71,26,2,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1096,KJ8,7,13,13UP,JAHANGIRPURA COMMUNITY HALL,KADODARA,1079,71,25,2,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1097,KJ8,8,13,13DN,KADODARA,JAHANGIRPURA COMMUNITY HALL,1182,69,26,2,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1098,KJ8,9,13,End Shuttle,JAHANGIRPURA COMMUNITY HALL,OLECTRA PALANPUR DEPOT,1251,69,23.271,2,Non-revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1099,KJ9,0,13,Start Shuttle,OLECTRA PALANPUR DEPOT,JAHANGIRPURA COMMUNITY HALL,433,11,3.673,1,Non-revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1100,KJ9,1,13,13UP,JAHANGIRPURA COMMUNITY HALL,KADODARA,444,69,25,1,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1101,KJ9,2,13,13DN,KADODARA,JAHANGIRPURA COMMUNITY HALL,541,70,26,1,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1102,KJ9,3,13,13UP,JAHANGIRPURA COMMUNITY HALL,KADODARA,638,68,25,1,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1103,KJ9,4,13,13DN,KADODARA,JAHANGIRPURA COMMUNITY HALL,748,68,26,1,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1104,KJ9,5,13,13UP,JAHANGIRPURA COMMUNITY HALL,KADODARA,911,70,25,2,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1105,KJ9,6,13,13DN,KADODARA,JAHANGIRPURA COMMUNITY HALL,1012,71,26,2,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1106,KJ9,7,13,13UP,JAHANGIRPURA COMMUNITY HALL,KADODARA,1092,71,25,2,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1107,KJ9,8,13,13DN,KADODARA,JAHANGIRPURA COMMUNITY HALL,1189,68,26,2,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1108,KJ9,9,13,End Shuttle,JAHANGIRPURA COMMUNITY HALL,OLECTRA PALANPUR DEPOT,1257,69,23.271,2,Non-revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1109,OK1,0,14,Start Shuttle,OLECTRA PALANPUR DEPOT,ONGC COLONY,333,27,9.192,1,Non-revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1110,OK1,1,14,14UP,ONGC COLONY,KOSAD EWS H2,360,70,24,1,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1111,OK1,2,14,14DN,KOSAD EWS H2,ONGC COLONY,433,70,24,1,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1112,OK1,3,14,14UP,ONGC COLONY,SANJEEVKUMAR AUDITORIUM,503,12,7,1,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1113,OK1,4,14,14DN,SANJEEVKUMAR AUDITORIUM,ONGC COLONY,608,12,8,1,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1114,OK1,5,14,14UP,ONGC COLONY,KOSAD EWS H2,620,72,24,1,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1115,OK1,6,14,14DN,KOSAD EWS H2,ONGC COLONY,729,74,24,1,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1116,OK1,7,14,14UP,ONGC COLONY,KOSAD EWS H2,848,72,24,2,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1117,OK1,8,14,14DN,KOSAD EWS H2,ONGC COLONY,960,70,24,2,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1118,OK1,9,14,14UP,ONGC COLONY,SANJEEVKUMAR AUDITORIUM,1030,12,7,2,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1119,OK1,10,14,14DN,SANJEEVKUMAR AUDITORIUM,ONGC COLONY,1134,12,8,2,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1120,OK1,11,14,14UP,ONGC COLONY,KOSAD EWS H2,1146,72,24,2,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1121,OK1,12,14,14DN,KOSAD EWS H2,ONGC COLONY,1225,76,24,2,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1122,OK1,13,14,14UP,ONGC COLONY,SANJEEVKUMAR AUDITORIUM,1301,12,7,2,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1123,OK1,14,14,End Shuttle,SANJEEVKUMAR AUDITORIUM,OLECTRA PALANPUR DEPOT,1313,35,11.98,2,Non-revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1124,OK14,0,14,Start Shuttle,OLECTRA PALANPUR DEPOT,SANJEEVKUMAR AUDITORIUM,423,9,3.177,1,Non-revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1125,OK14,1,14,14DN,SANJEEVKUMAR AUDITORIUM,ONGC COLONY,432,12,8,1,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1126,OK14,2,14,14UP,ONGC COLONY,KOSAD EWS H2,444,72,24,1,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1127,OK14,3,14,14DN,KOSAD EWS H2,ONGC COLONY,530,74,24,1,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1128,OK14,4,14,14UP,ONGC COLONY,KOSAD EWS H2,608,72,24,1,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1129,OK14,5,14,14DN,KOSAD EWS H2,ONGC COLONY,712,74,24,1,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1130,OK14,6,14,14UP,ONGC COLONY,SANJEEVKUMAR AUDITORIUM,786,12,7,1,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1131,OK14,7,14,14DN,SANJEEVKUMAR AUDITORIUM,ONGC COLONY,876,12,8,2,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1132,OK14,8,14,14UP,ONGC COLONY,KOSAD EWS H2,888,73,24,2,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1133,OK14,9,14,14DN,KOSAD EWS H2,ONGC COLONY,1000,76,24,2,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1134,OK14,10,14,14UP,ONGC COLONY,KOSAD EWS H2,1090,73,24,2,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1135,OK14,11,14,14DN,KOSAD EWS H2,ONGC COLONY,1174,76,24,2,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1136,OK14,12,14,14UP,ONGC COLONY,SANJEEVKUMAR AUDITORIUM,1250,12,7,2,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1137,OK14,13,14,End Shuttle,SANJEEVKUMAR AUDITORIUM,OLECTRA PALANPUR DEPOT,1262,27,9.192,2,Non-revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1138,OK15,0,14,Start Shuttle,OLECTRA PALANPUR DEPOT,SANJEEVKUMAR AUDITORIUM,437,9,3.177,1,Non-revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1139,OK15,1,14,14DN,SANJEEVKUMAR AUDITORIUM,ONGC COLONY,446,12,8,1,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1140,OK15,2,14,14UP,ONGC COLONY,KOSAD EWS H2,458,72,24,1,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1141,OK15,3,14,14DN,KOSAD EWS H2,ONGC COLONY,542,74,24,1,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1142,OK15,4,14,14UP,ONGC COLONY,SANJEEVKUMAR AUDITORIUM,616,12,7,1,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1143,OK15,5,14,14DN,SANJEEVKUMAR AUDITORIUM,ONGC COLONY,708,12,8,2,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1144,OK15,6,14,14UP,ONGC COLONY,KOSAD EWS H2,720,70,24,2,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1145,OK15,7,14,14DN,KOSAD EWS H2,ONGC COLONY,832,70,24,2,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1146,OK15,8,14,14UP,ONGC COLONY,KOSAD EWS H2,960,75,24,2,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1147,OK15,9,14,14DN,KOSAD EWS H2,ONGC COLONY,1060,76,24,2,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1148,OK15,10,14,14UP,ONGC COLONY,SANJEEVKUMAR AUDITORIUM,1136,12,7,2,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1149,OK15,11,14,End Shuttle,SANJEEVKUMAR AUDITORIUM,OLECTRA PALANPUR DEPOT,1148,27,9.192,2,Non-revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1150,OK16,0,14,Start Shuttle,OLECTRA PALANPUR DEPOT,SANJEEVKUMAR AUDITORIUM,443,9,3.177,1,Non-revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1151,OK16,1,14,14DN,SANJEEVKUMAR AUDITORIUM,ONGC COLONY,452,12,8,1,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1152,OK16,2,14,14UP,ONGC COLONY,KOSAD EWS H2,464,72,24,1,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1153,OK16,3,14,14DN,KOSAD EWS H2,ONGC COLONY,548,74,24,1,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1154,OK16,4,14,14UP,ONGC COLONY,KOSAD EWS H2,626,72,24,1,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1155,OK16,5,14,14DN,KOSAD EWS H2,ONGC COLONY,736,74,24,1,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1156,OK16,6,14,14UP,ONGC COLONY,SANJEEVKUMAR AUDITORIUM,810,12,7,1,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1157,OK16,7,14,14DN,SANJEEVKUMAR AUDITORIUM,ONGC COLONY,908,12,8,2,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1158,OK16,8,14,14UP,ONGC COLONY,KOSAD EWS H2,920,74,24,2,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1159,OK16,9,14,14DN,KOSAD EWS H2,ONGC COLONY,1030,76,24,2,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1160,OK16,10,14,14UP,ONGC COLONY,KOSAD EWS H2,1108,73,24,2,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1161,OK16,11,14,14DN,KOSAD EWS H2,ONGC COLONY,1199,76,24,2,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1162,OK16,12,14,14UP,ONGC COLONY,SANJEEVKUMAR AUDITORIUM,1275,12,7,2,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1163,OK16,13,14,End Shuttle,SANJEEVKUMAR AUDITORIUM,OLECTRA PALANPUR DEPOT,1287,27,9.192,2,Non-revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1164,OK2,0,14,Start Shuttle,OLECTRA PALANPUR DEPOT,SANJEEVKUMAR AUDITORIUM,351,9,3.177,1,Non-revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1165,OK2,1,14,14DN,SANJEEVKUMAR AUDITORIUM,ONGC COLONY,360,12,8,1,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1166,OK2,2,14,14UP,ONGC COLONY,KOSAD EWS H2,372,70,24,1,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1167,OK2,3,14,14DN,KOSAD EWS H2,ONGC COLONY,444,70,24,1,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1168,OK2,4,14,14UP,ONGC COLONY,KOSAD EWS H2,518,73,24,1,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1169,OK2,5,14,14DN,KOSAD EWS H2,ONGC COLONY,601,74,24,1,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1170,OK2,6,14,14UP,ONGC COLONY,SANJEEVKUMAR AUDITORIUM,675,12,7,1,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1171,OK2,7,14,14DN,SANJEEVKUMAR AUDITORIUM,ONGC COLONY,772,12,8,2,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1172,OK2,8,14,14UP,ONGC COLONY,KOSAD EWS H2,784,70,24,2,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1173,OK2,9,14,14DN,KOSAD EWS H2,ONGC COLONY,896,70,24,2,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1174,OK2,10,14,14UP,ONGC COLONY,KOSAD EWS H2,1024,75,24,2,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1175,OK2,11,14,14DN,KOSAD EWS H2,ONGC COLONY,1121,76,24,2,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1176,OK2,12,14,14UP,ONGC COLONY,SANJEEVKUMAR AUDITORIUM,1197,12,7,2,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1177,OK2,13,14,End Shuttle,SANJEEVKUMAR AUDITORIUM,OLECTRA PALANPUR DEPOT,1209,27,9.192,2,Non-revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1178,OK22,0,14,Start Shuttle,OLECTRA PALANPUR DEPOT,SANJEEVKUMAR AUDITORIUM,455,9,3.177,1,Non-revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1179,OK22,1,14,14DN,SANJEEVKUMAR AUDITORIUM,ONGC COLONY,464,12,8,1,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1180,OK22,2,14,14UP,ONGC COLONY,KOSAD EWS H2,476,73,24,1,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1181,OK22,3,14,14DN,KOSAD EWS H2,ONGC COLONY,560,74,24,1,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1182,OK22,4,14,14UP,ONGC COLONY,SANJEEVKUMAR AUDITORIUM,634,12,7,1,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1183,OK22,5,14,14DN,SANJEEVKUMAR AUDITORIUM,ONGC COLONY,724,12,8,2,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1184,OK22,6,14,14UP,ONGC COLONY,KOSAD EWS H2,736,70,24,2,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1185,OK22,7,14,14DN,KOSAD EWS H2,ONGC COLONY,848,70,24,2,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1186,OK22,8,14,14UP,ONGC COLONY,KOSAD EWS H2,976,75,24,2,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1187,OK22,9,14,14DN,KOSAD EWS H2,ONGC COLONY,1071,76,24,2,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1188,OK22,10,14,14UP,ONGC COLONY,SANJEEVKUMAR AUDITORIUM,1147,12,7,2,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1189,OK22,11,14,End Shuttle,SANJEEVKUMAR AUDITORIUM,OLECTRA PALANPUR DEPOT,1159,27,9.192,2,Non-revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1190,OK23,0,14,Start Shuttle,OLECTRA PALANPUR DEPOT,SANJEEVKUMAR AUDITORIUM,467,9,3.177,1,Non-revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1191,OK23,1,14,14DN,SANJEEVKUMAR AUDITORIUM,ONGC COLONY,476,12,8,1,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1192,OK23,2,14,14UP,ONGC COLONY,KOSAD EWS H2,488,73,24,1,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1193,OK23,3,14,14DN,KOSAD EWS H2,ONGC COLONY,572,74,24,1,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1194,OK23,4,14,14UP,ONGC COLONY,KOSAD EWS H2,656,71,24,1,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1195,OK23,5,14,14DN,KOSAD EWS H2,ONGC COLONY,768,70,24,1,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1196,OK23,6,14,14UP,ONGC COLONY,SANJEEVKUMAR AUDITORIUM,838,12,7,1,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1197,OK23,7,14,14DN,SANJEEVKUMAR AUDITORIUM,ONGC COLONY,940,12,8,2,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1198,OK23,8,14,14UP,ONGC COLONY,KOSAD EWS H2,952,75,24,2,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1199,OK23,9,14,14DN,KOSAD EWS H2,ONGC COLONY,1054,76,24,2,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1200,OK23,10,14,14UP,ONGC COLONY,KOSAD EWS H2,1134,72,24,2,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1201,OK23,11,14,14DN,KOSAD EWS H2,ONGC COLONY,1215,76,24,2,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1202,OK23,12,14,14UP,ONGC COLONY,SANJEEVKUMAR AUDITORIUM,1291,12,7,2,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1203,OK23,13,14,End Shuttle,SANJEEVKUMAR AUDITORIUM,OLECTRA PALANPUR DEPOT,1303,27,9.192,2,Non-revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1204,OK25,0,14,Start Shuttle,OLECTRA PALANPUR DEPOT,SANJEEVKUMAR AUDITORIUM,485,9,3.177,1,Non-revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1205,OK25,1,14,14DN,SANJEEVKUMAR AUDITORIUM,ONGC COLONY,494,12,8,1,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1206,OK25,2,14,14UP,ONGC COLONY,KOSAD EWS H2,506,73,24,1,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1207,OK25,3,14,14DN,KOSAD EWS H2,ONGC COLONY,590,74,24,1,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1208,OK25,4,14,14UP,ONGC COLONY,SANJEEVKUMAR AUDITORIUM,664,12,7,1,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1209,OK25,5,14,14DN,SANJEEVKUMAR AUDITORIUM,ONGC COLONY,756,12,8,2,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1210,OK25,6,14,14UP,ONGC COLONY,KOSAD EWS H2,768,70,24,2,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1211,OK25,7,14,14DN,KOSAD EWS H2,ONGC COLONY,880,70,24,2,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1212,OK25,8,14,14UP,ONGC COLONY,KOSAD EWS H2,1008,75,24,2,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
